date,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2006-12-16,-0.5635404397361294,-2.879721456420977,-1.036941652547028,-0.6881801325394084,-1.0010774783836338,-1.8304690583277456,4.2377775965802895,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-17,2.6453052912614723,1.2417580612072652,0.2180491965994415,0.9294040361424092,1.3423780560260885,0.031450911180434214,2.6725362889863256,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-18,0.8996704059569415,-0.14326991468281375,-0.38074132168490454,0.2336784640040609,1.5309127437023073,0.5859996193945405,0.8567789550988499,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-19,0.10877011601409009,-0.3772929242820811,-0.519018719721702,2.4465833649115405,-0.6471224000431993,0.957882206270037,0.09782242069528731,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-20,0.931919446483039,-0.16039565381846546,-1.036941652547028,0.24567373248920482,1.5434445914798995,1.1074601739413459,0.8799720351488935,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-21,0.18295673738673507,-0.5234440683414948,0.052610166805415984,0.23456700241036785,0.5292003780134457,0.49339689502882633,0.15233940984446004,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-22,1.1019617142693587,0.3984124690108273,0.9082015671581002,-0.7752568963574903,0.7269250873932321,0.5631592050328407,1.0858194325535382,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-23,4.67970163368437,1.1439213449360888,0.6106582374539199,-0.7419367061209793,1.7280804820697564,0.05521315107388207,4.717545587380618,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-24,1.4089380979361312,-0.3997677607800016,0.014336958420230979,1.327024972964773,-0.45385345876211225,0.8067902915575149,1.4753785825734238,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-25,1.6930156327374157,1.5496331247114081,3.049649307290468,-0.05909494087408186,-0.7590735735230221,1.6364299058125567,1.6332889148290417,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-26,3.445058547443081,-0.07187672004930505,-0.3665431959936262,0.19458277412655473,1.798537315130441,0.7767535822599484,3.357190372408897,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-27,-0.0934064479702077,0.22577466543179117,-1.036941652547028,-0.7912505876710155,-0.43018219073777164,1.814436434591015,-0.10971687312638165,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-28,0.7066822147089822,0.8722821022731229,0.3254611040030252,1.0324744912740165,0.18248592283339762,1.5726759137439401,0.6865318781357614,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-29,2.3274517337214222,0.6030585809995692,-0.2640697670913567,1.3625665092170514,0.7820652176146373,0.41140451794895727,2.3032094002866903,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-30,1.7609531014709379,3.0950046078236952,0.8594340919576224,2.574977164622896,1.1026020352148262,0.2512327485542412,1.8062093371622379,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2006-12-31,2.7979093633358874,-0.3792341289700014,-1.036941652547028,-0.7765897039669507,-0.5621843206617417,-0.060815750164300145,2.7743320567439653,0.35128088476925734,-0.06274217490451053,1.058787650736555,0.7324649749356605,0.9583155134403033
2007-01-01,1.7016714741047894,-0.4371683044339308,-1.036941652547028,-0.7743683579511833,-0.7354023054986815,0.051774809126944855,1.615735489502412,-0.886299093488758,0.16167576109042794,-1.476130182300382,-1.079701468402088,-0.4435736476015297
2007-01-02,-0.47518730708411544,0.4725233502074249,-1.036941652547028,-0.7761454347637972,-0.545475190291619,0.9309776851843914,-0.5175344053133226,-0.886299093488758,0.16167576109042794,-1.476130182300382,-1.079701468402088,-0.4435736476015297
2007-01-03,-0.8505807319327044,0.6102626072858509,-1.036941652547028,-0.7779225115764111,-1.0459136448767967,1.712567984678269,-0.8728326528884628,-0.886299093488758,0.16167576109042794,-1.476130182300382,-1.079701468402088,-0.4435736476015297
2007-01-04,2.452523051371676,0.7304878842910416,-0.38814903943687584,2.444362018895773,0.6614809934435845,-0.13168192899984235,2.408177473826251,-0.886299093488758,0.16167576109042794,-1.476130182300382,-1.079701468402088,-0.4435736476015297
2007-01-05,1.649242142640957,0.10179639269662184,-0.12147120036590936,-0.7623730894660393,-0.2558502638761571,0.2294684555168919,1.5995919778566368,-0.886299093488758,0.16167576109042794,-1.476130182300382,-1.079701468402088,-0.4435736476015297
2007-01-06,-0.12339002355651067,0.5123396152507659,-0.21221574282755767,-0.7521548977935093,-0.7916563777447615,-0.16910333553173867,-0.09632269315827183,-0.886299093488758,0.16167576109042794,-1.476130182300382,-1.079701468402088,-0.4435736476015297
2007-01-07,1.2583111589000837,1.6746035687315148,0.1896529452168849,2.702038156724791,1.1945022522505018,0.4265103450934496,1.2937817004794634,-0.886299093488758,0.16167576109042794,-1.476130182300382,-1.079701468402088,-0.4435736476015297
2007-01-08,0.9548859650804957,0.8440699274753489,-1.036941652547028,-0.7232773995885332,2.5136880949716964,-0.21566225353901117,0.9227629153628049,-0.886299093488758,0.16167576109042794,-1.476130182300382,-1.079701468402088,-0.4435736476015297
