date,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2006-12-16,-0.4933676011116638,-0.8219500754578456,-1.0,-0.9098191427863572,-0.4950023066277103,-0.2564059954708924,0.8569974078368519,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-17,0.42056812501649765,0.15229228698454134,-0.6069978735743282,-0.30844826162358574,0.367676457019837,0.297916645799738,0.39045197621398997,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-18,-0.07661940601493378,-0.17510298976220573,-0.7945099555383723,-0.5670988520934841,0.43708032190271173,0.4630144532697642,-0.15076379987812827,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-19,-0.3018817250480058,-0.23042174817473582,-0.8378117146723372,0.25559501197456447,-0.3647034701932441,0.573729704824764,-0.3769830430123343,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-20,-0.06743431182812398,-0.17915120120732553,-1.0,-0.5626393591543479,0.44169357732328685,0.6182614008553742,-0.14385072807883859,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-21,-0.28075206991431256,-0.26496920504139987,-0.6588053353953218,-0.5667685192831777,0.06832743861807367,0.43544517660916426,-0.3607333746001986,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-22,-0.019003281947028827,-0.04705918342374671,-0.39087570075391465,-0.9421917581963829,0.14111435747603673,0.4562145053536142,-0.08249458931310549,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-23,1.0,0.12916547701594827,-0.4840518074618211,-0.9298042778098935,0.509662207186427,0.30499103556726226,1.0,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-24,0.06842899359071297,-0.23573438838357053,-0.6707906437270443,-0.16062432901147905,-0.2935568199292634,0.5287472831258313,0.033619802063415305,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-25,0.1493392740499091,0.2250683199412653,0.27972163154842433,-0.6759435130894376,-0.4059152186170485,0.7757439477558776,0.08068752495219678,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-26,0.6483519246086527,-0.1582269445690746,-0.7900637927701527,-0.5816334957469651,0.5355989543287714,0.5198048858662432,0.5945241747389214,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-27,-0.3594651679122537,-0.0878676020720317,-1.0,-0.9481377487818977,-0.28484289302373256,0.8287392702250571,-0.43884347880901853,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-28,-0.13158583864786977,0.06495492923277735,-0.5733616856756234,-0.27012965562804525,-0.059305961351171166,0.7567633890563812,-0.20150868861759608,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-29,0.33003783896797767,0.0013154137945099453,-0.7579740962690895,-0.14741101659922362,0.16141268132656728,0.41103476597321986,0.2803681368325941,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-30,0.16868906055366129,0.5903658685809847,-0.40614730330562543,0.30332810306383684,0.2831001076426265,0.36334912979019407,0.13222924742172437,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2006-12-31,0.46403244992129267,-0.23088061345189048,-1.0,-0.9426872574118424,-0.3334358501204572,0.2704474203467484,0.4207938475762225,-0.208545087913805,-0.038481509259793434,0.535454545454545,-0.015000000000000124,-0.16499999999999992
2007-01-01,0.15180460997706846,-0.24457519272341632,-1.0,-0.9418614253860764,-0.39720129171151775,0.3039673874938629,0.07545544325607767,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-02,-0.46820307429568875,-0.029540726842598897,-1.0,-0.9425220910066893,-0.32728484289302373,0.565719808892311,-0.5604000756445546,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-03,-0.575121727008878,0.0030183138230617246,-1.0,-0.943182756627302,-0.5115075093546568,0.7984114424222923,-0.666302452144313,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-04,0.365660350954228,0.03143736998817159,-0.7968296926348347,0.25476917994879855,0.1170229125019222,0.24934945261870922,0.3116555651278601,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-05,0.13687181384451197,-0.11717379777297388,-0.7133191571621883,-0.9374019324469403,-0.22066738428417654,0.356869559991587,0.07064360908575118,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-06,-0.3680050178217309,-0.020128890157849466,-0.7417359365938527,-0.9336031051284168,-0.41790968271054385,0.23820851571029067,-0.43485112731398823,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-07,0.025527790964317454,0.2546090467838644,-0.6158901991107675,0.35056569493764966,0.3132400430570508,0.4155320065305119,-0.020508079258683365,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-08,-0.06089304321921618,0.058286087204796555,-1.0,-0.9228672887934594,0.7988620636629249,0.22434719899037248,-0.13109621567103025,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-09,-0.21688545615208998,0.05665456621935805,-0.6736903150976223,-0.2952349492113304,0.0036393459428982755,0.3556806458397972,-0.2870080477401189,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-10,-0.0971607994827991,0.1647632255169882,-0.8509568915522907,-0.26401849863737714,0.12891485980829365,0.43355602520057346,-0.1604294929713601,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-11,-0.055096738457774186,0.1727576783456377,-0.7336168567562343,-0.6415889008175737,0.2727459121431135,0.45205180340348505,-0.11495871068059094,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-12,-0.3877318951369113,0.015315903250805452,-1.0,-0.9274919481377488,-0.15157106976267354,0.507223630044372,-0.4703620432434704,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-13,0.3352425301452677,0.4823183913203084,0.5089889812487918,-0.5086299446692543,0.16264288277205408,0.18203808131090682,0.30785232501943605,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-14,0.26024419562968504,0.15797201941509975,-0.6564855982988596,-0.3038236022792964,0.33179558152647504,0.11543703848254694,0.2345158024970384,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-15,-0.0997258549800919,-0.10847575151935385,-0.7875507442489851,-0.6301924188620034,0.5544620431595675,0.4643435931850277,-0.17499106974007694,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-16,-0.29341394138249044,-0.05459477097524168,-0.6011985308331722,-0.8936328350813445,-0.325131990363422,0.5658610362683945,-0.3694816246769349,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-17,0.1931521984603799,0.023534690214952914,-0.32341001353179977,-0.052440333636138314,0.6468296683581938,0.43035386973026846,0.13097014141329222,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-18,-0.23682601826041305,-0.09393482073663173,-1.0,-0.9445040878685276,0.38305397508842076,0.41424994240727386,-0.31402996364858904,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-19,-0.37971075458804304,-0.1329893543255699,-0.5934660738449642,-0.9454950862994467,-0.26474960274744985,0.30857781027454223,-0.46021306549557706,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-20,0.31300171408723276,0.21528939103479217,-0.16412139957471494,-0.1375010322900322,0.17279204469731924,0.12201744809142667,0.29196696854447257,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-21,0.42760799147607154,0.17130970347106111,0.9999999999999998,-0.080518622512181,0.18909221385001795,0.13653381944930487,0.4194490554936856,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-22,-0.08639527580631468,-0.14017824366765919,-0.7962497583607191,-0.5073086134280287,0.16469321851453178,0.516587706206991,-0.16080771574457386,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-23,-0.25518698885864266,-0.29497899416731244,-1.0,-0.8242629449170038,-0.48116254036598494,0.6838139404441108,-0.32638524090689425,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-24,0.2518803214322076,-0.09216054166496712,-0.330369224821187,-0.5903873152200843,0.20395714798298226,0.49561093360309627,0.1990082158391291,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-25,-0.3311481619127389,-0.2649997960598768,-0.7761453701913783,-0.9567264018498637,0.15218617048541705,0.7792676208695966,-0.42192851589586267,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-26,-0.3220862507243287,-0.2714137129338825,-0.7751788130678523,-0.956891568255017,-0.15546670767338144,0.685146085197168,-0.40799731041583487,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-27,-0.1435547010026007,-0.2441877064893746,-0.7738256330949159,-0.3565116855231646,0.26854272387103406,0.5185258265807917,-0.22214284213401692,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-28,0.2947639264874029,-0.218134355753151,-0.32998260197177653,-0.3398298786026922,0.2365574862883797,0.3293246915581278,0.2595379067429855,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-29,-0.16928402605613724,-0.15519843373985398,-0.7829112700560603,-0.9514410768849616,0.5637910707878415,0.4194423021063898,-0.2464961862537035,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-30,-0.2844500738050517,-0.07750744381449592,-0.7829112700560603,-0.7648030390618548,-0.16459070172740786,0.5508779134406367,-0.36158097119203214,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-01-31,-0.009612044783304907,-0.05173960925072396,-1.0,-0.017259889338508527,0.5430826797888155,0.2739891224872011,-0.07482507196738886,-0.7352094231098345,0.06155887613223321,-1.0,-1.0,-1.0
2007-02-01,-0.23544418993142402,-0.23387853326263397,-0.7738256330949159,-0.936245767610868,0.3475831667435543,0.3419234968298923,-0.31554285474144295,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-02,-0.3012356427910923,-0.2885446832809887,-1.0,-0.9412007597654637,0.16233533241068243,0.3335940864792306,-0.3853879935281882,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-03,0.6884123764556227,0.2533344210139905,-0.08254397834912053,-0.2446940292344537,0.8282843815674819,0.1281793687837407,0.6653358828349896,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-04,0.5066621471634598,-0.049159766692498996,-0.34448095882466656,-0.2407300355107771,0.4836229432569583,0.2324792916595655,0.4761404467231196,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-05,-0.3106444775260162,-0.24935758861198343,-0.8267929634641408,-0.5765133371872161,-0.19534573786457532,0.4022376025400902,-0.3930154861213254,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-06,-0.46642488162490947,-0.2731268099685932,-0.7709259617243379,-0.9331076059129573,-0.536931672561382,0.4676969921573715,-0.551637914731777,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-07,-0.024584225956166272,-0.09395521474894952,-0.36226560989754497,-0.41977041869683707,0.2287662104669641,0.45118741173288157,-0.0947868294425418,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-08,-0.24522592557987155,-0.29183831627034296,-0.5696887686062246,-0.9395490957139317,0.0412630068173665,0.5445937960115756,-0.32827635477296135,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-09,-0.32115357945072953,-0.19410001223640738,-1.0,-0.4970682963085308,0.0015890102004203488,0.5363925920732342,-0.4071147906116702,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-10,0.185459545907245,-0.01612146673736592,-0.019717765319930525,-0.5324139070113139,0.47675431851965766,0.29067598834122776,0.13397491122271,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
2007-02-11,0.49630807146122247,0.04169555818411719,-0.5302532379663638,-0.21298207944504088,0.3444051463427138,0.21413475695869266,0.4702990061146013,0.09455105548652099,0.4230658281890036,0.7878787878787874,0.36363636363636354,-1.0
